Food,Ratio,DietID,replicate,flyID,lifespan,totaleaten,watertotal,dietremaining,waterremaining,eggs,trial
90 mg/mL,1:04,18,C,18C,44,90.04001815,53.21993032,10.4,20.4,0,I
90 mg/mL,1:04,18,C,18C,48,119.6922848,72.44525011,10.3,16.2,8,I
90 mg/mL,1:04,18,C,18C,52,83.66707474,98.82924818,12.9,2.8,0,I
90 mg/mL,1:04,18,C,18C,56,82.17692572,35.89829095,13.4,23.4,0,I
90 mg/mL,1:04,18,C,18C,57,24.69897905,18.35514784,25.1,26,0,I
90 mg/mL,1:02,19,C,19C,4,100,96.49397586,0,5.7,0,I
90 mg/mL,1:02,19,C,19C,8,148.849549,70.85807943,18.6,16.6,0,I
90 mg/mL,1:02,19,C,19C,12,171.2595783,80.29120964,0,14,0,I
90 mg/mL,1:02,19,C,19C,16,167.8375342,79.3080442,8.2,14.3,0,I
90 mg/mL,1:02,19,C,19C,20,100,98.27465973,0,3.6,0,I
90 mg/mL,1:01,20,C,20C,4,98.82924818,100,2.8,0,0,I
90 mg/mL,1:00,21,C,21C,3,50.54549345,82.17692572,20.9,13.4,0,I
45 mg/mL,0:01,22,C,22C,4,95.18621958,93.97034611,7,8.1,0,I
45 mg/mL,0:01,22,C,22C,8,67.53233367,64.4548781,17.4,18.1,0,I
45 mg/mL,0:01,22,C,22C,12,87.70287639,78.6375562,11.4,14.5,0,I
45 mg/mL,0:01,22,C,22C,16,88.19259174,96.95706161,11.2,5.2,0,I
45 mg/mL,0:01,22,C,22C,20,89.59475605,97.89124808,10.6,4.1,0,I
45 mg/mL,0:01,22,C,22C,24,87.94913819,100,11.3,0,0,I
45 mg/mL,0:01,22,C,22C,28,87.94913819,68.80327034,11.3,17.1,0,I
45 mg/mL,0:01,22,C,22C,32,49.45216987,40.21594509,21.1,22.7,0,I
45 mg/mL,0:01,22,C,22C,36,74.35896202,35.89829095,15.7,23.4,0,I
45 mg/mL,0:01,22,C,22C,40,52.16022395,23.31424166,20.6,25.3,0,I
45 mg/mL,0:01,22,C,22C,44,52.16022395,100,20.6,0,0,I
45 mg/mL,0:01,22,C,22C,48,67.10231334,90.897724,17.5,10,0,I
45 mg/mL,0:01,22,C,22C,52,64.00237016,35.89829095,18.2,23.4,0,I
45 mg/mL,0:01,22,C,22C,56,53.74476379,75.83418062,20.3,15.3,0,I
45 mg/mL,0:01,22,C,22C,60,56.31892913,93.73908949,19.8,8.3,0,I
45 mg/mL,0:01,22,C,22C,64,61.21923053,35.89829095,18.8,23.4,0,I
45 mg/mL,0:01,22,C,22C,68,64.90415756,33.35452105,18,23.8,0,I
45 mg/mL,0:01,22,C,22C,72,64.00237016,65.79305217,18.2,17.8,0,I
45 mg/mL,0:01,22,C,22C,76,67.95916299,49.45216987,17.3,21.1,0,I
45 mg/mL,0:01,22,C,22C,80,90.897724,48.90044281,10,21.2,0,I
45 mg/mL,0:01,22,C,22C,84,70.85807943,60.26545285,16.6,19,0,I
45 mg/mL,0:01,22,C,22C,88,57.82360386,43.7820946,19.5,22.1,0,I
45 mg/mL,0:01,22,C,22C,92,72.44525011,79.96648836,16.2,14.1,0,I
45 mg/mL,0:01,22,C,22C,96,67.53233367,88.19259174,17.4,11.2,0,I
45 mg/mL,0:01,22,C,22C,100,70.45343368,93.97034611,16.7,8.1,0,I
45 mg/mL,0:01,22,C,22C,104,70.85807943,75.1027386,16.6,15.5,0,I
45 mg/mL,0:01,22,C,22C,112,77.95497475,40.21594509,14.7,22.7,0,I
45 mg/mL,0:01,22,C,22C,113,0.813707737,8.677153968,28.3,27.3,0,I
45 mg/mL,1:16,23,C,23C,4,99.83057876,81.56023706,0.8,13.6,0,I
45 mg/mL,1:16,23,C,23C,8,95.07969945,69.22055933,7.1,17,0,I
45 mg/mL,1:16,23,C,23C,12,99.30339068,81.56023706,2,13.6,0,I
45 mg/mL,1:16,23,C,23C,16,97.89124808,95.56491707,4.1,12.3,0,I
45 mg/mL,1:16,23,C,23C,20,90.68738017,93.50478693,10.1,8.5,0,I
45 mg/mL,1:16,23,C,23C,24,86.68960056,70.45343368,11.8,16.7,0,I
45 mg/mL,1:16,23,C,23C,28,123.8350932,71.25957831,8.3,16.5,0,I
45 mg/mL,1:16,23,C,23C,32,98.12454741,50.0005185,3.8,21,0,I
45 mg/mL,1:16,23,C,23C,36,88.19259174,41.4184226,11.2,22.5,0,I
45 mg/mL,1:16,23,C,23C,40,98.20015436,78.6375562,3.7,14.5,0,I
45 mg/mL,1:16,23,C,23C,44,98.12454741,44.36443854,3.8,22,1,I
45 mg/mL,1:16,23,C,23C,48,93.62231686,48.90044281,8.4,21.2,4,I
45 mg/mL,1:16,23,C,23C,52,85.08421244,64.4548781,12.4,18.1,1,I
45 mg/mL,1:16,23,C,23C,56,70.85807943,93.43624734,16.6,14.9,0,I
45 mg/mL,1:16,23,C,23C,60,87.70287639,83.37491261,11.4,13,3,I
45 mg/mL,1:16,23,C,23C,64,92.10319249,88.6711036,9.4,11,4,I
45 mg/mL,1:16,23,C,23C,68,90.47431986,53.74476379,10.2,20.3,0,I
45 mg/mL,1:16,23,C,23C,72,96.3986163,44.94336203,5.8,21.9,4,I
45 mg/mL,1:16,23,C,23C,76,82.17692572,70.85807943,13.4,16.6,0,I
45 mg/mL,1:16,23,C,23C,80,95.39678508,54.78441565,6.8,20.1,0,I
45 mg/mL,1:16,23,C,23C,84,87.94913819,65.35021381,11.3,17.9,0,I
45 mg/mL,1:16,23,C,23C,88,85.08421244,49.45216987,12.4,21.1,0,I
45 mg/mL,1:08,24,C,24C,3,62.6254228,62.6254228,18.5,18.5,0,I
45 mg/mL,1:04,25,C,25C,4,100,87.45379899,0,11.5,0,I
45 mg/mL,1:04,25,C,25C,8,153.2199303,78.29778024,0,14.6,0,I
45 mg/mL,1:04,25,C,25C,12,157.0484235,100,1.1,0,0,I
45 mg/mL,1:04,25,C,25C,16,169.2205593,102.0222226,0,12.9,0,I
45 mg/mL,1:04,25,C,25C,20,99.83057876,93.85510064,0.8,8.2,0,I
45 mg/mL,1:02,26,C,26C,4,100,16.17599664,0,26.3,0,I
45 mg/mL,1:02,26,C,26C,8,138.9996583,74.35896202,0,15.7,0,I
45 mg/mL,1:02,26,C,26C,12,189.5947561,100,0,0,0,I
45 mg/mL,1:02,26,C,26C,16,199.9418595,99.76094381,0,1,0,I
45 mg/mL,1:02,26,C,26C,20,257.2518355,87.2018987,0,11.6,0,I
45 mg/mL,1:02,26,C,26C,24,200,100,0,0,102,I
45 mg/mL,1:01,27,C,27C,4,99.1930285,88.19259174,2.2,11.2,0,I
45 mg/mL,1:00,28,C,28C,3,77.95497475,45.51886968,14.7,21.8,0,I
360 mg/mL,0:01,1,A,1A,4,30.75473522,63.08764775,24.2,18.4,0,II
360 mg/mL,0:01,1,A,1A,8,21.91524459,97.48153839,25.5,4.6,0,II
360 mg/mL,0:01,1,A,1A,12,22.61652767,24.00839073,25.4,25.2,0,II
360 mg/mL,0:01,1,A,1A,16,30.75473522,83.95631634,24.2,12.8,0,II
360 mg/mL,0:01,1,A,1A,20,40.21594509,97.73043917,22.7,4.3,0,II
360 mg/mL,0:01,1,A,1A,24,30.75473522,76.90831998,24.2,15,0,II
360 mg/mL,0:01,1,A,1A,28,46.65965594,96.00827718,21.6,6.2,0,II
360 mg/mL,0:01,1,A,1A,32,47.78683452,87.2018987,21.4,11.6,0,II
360 mg/mL,1:16,2,A,2A,4,25.38601081,55.81074666,25,19.9,0,II
360 mg/mL,1:16,2,A,2A,8,42.01449416,79.3080442,22.4,14.3,0,II
360 mg/mL,1:16,2,A,2A,12,19.78993932,45.51886968,25.8,21.8,0,II
360 mg/mL,1:16,2,A,2A,16,46.0909661,48.3453326,21.7,21.3,0,II
360 mg/mL,1:16,2,A,2A,20,31.40994837,10.20596411,24.1,27.1,0,II
360 mg/mL,1:16,2,A,2A,24,24.69897905,56.82379618,25.1,19.7,0,II
360 mg/mL,1:16,2,A,2A,28,28.09865641,57.32535276,24.6,19.6,0,II
360 mg/mL,1:16,2,A,2A,32,29.43374962,67.53233367,24.4,17.4,0,II
360 mg/mL,1:16,2,A,2A,36,26.74942145,53.74476379,24.8,20.3,0,II
360 mg/mL,1:16,2,A,2A,40,43.7820946,53.21993032,22.1,20.4,0,II
360 mg/mL,1:16,2,A,2A,44,32.70983696,64.90415756,23.9,18,0,II
360 mg/mL,1:16,2,A,2A,48,38.38632527,50.54549345,23,20.9,0,II
360 mg/mL,1:16,2,A,2A,52,45.51886968,54.26625728,21.8,20.2,0,II
360 mg/mL,1:16,2,A,2A,56,53.21993032,53.74476379,20.4,20.3,0,II
360 mg/mL,1:16,2,A,2A,60,33.35452105,64.4548781,23.8,18.1,0,II
360 mg/mL,1:16,2,A,2A,64,39.60953012,19.07433845,22.8,25.9,0,II
360 mg/mL,1:16,2,A,2A,68,33.99570412,53.21993032,23.7,20.4,0,II
360 mg/mL,1:16,2,A,2A,72,44.36443854,53.74476379,22,20.3,0,II
360 mg/mL,1:16,2,A,2A,76,30.09600373,47.78683452,24.3,21.4,0,II
360 mg/mL,1:16,2,A,2A,80,38.38632527,37.76952645,23,23.1,0,II
360 mg/mL,1:16,2,A,2A,84,51.08709948,46.65965594,20.8,21.6,0,II
360 mg/mL,1:16,2,A,2A,88,47.22494386,39.60953012,21.5,22.8,0,II
360 mg/mL,1:16,2,A,2A,92,48.90044281,65.79305217,21.2,17.8,0,II
360 mg/mL,1:16,2,A,2A,96,30.09600373,66.66909657,24.3,17.6,0,II
360 mg/mL,1:16,2,A,2A,100,34.63339055,61.21923053,23.6,18.8,0,II
360 mg/mL,1:16,2,A,2A,101,13.21995798,13.21995798,26.7,26.7,0,II
360 mg/mL,1:08,3,A,3A,4,39.60953012,52.16022395,22.8,20.6,0,II
360 mg/mL,1:08,3,A,3A,8,47.78683452,82.17692572,21.4,13.4,0,II
360 mg/mL,1:08,3,A,3A,12,36.52551372,76.90831998,23.3,15,0,II
360 mg/mL,1:08,3,A,3A,16,35.89829095,77.26025071,23.4,14.9,0,II
360 mg/mL,1:08,3,A,3A,20,43.1963256,78.6375562,22.2,14.5,0,II
360 mg/mL,1:08,3,A,3A,24,43.1963256,77.95497475,22.2,14.7,0,II
360 mg/mL,1:08,3,A,3A,28,40.81890775,62.6254228,22.6,18.5,0,II
360 mg/mL,1:08,3,A,3A,32,44.94336203,70.04563546,21.9,16.8,0,II
360 mg/mL,1:08,3,A,3A,36,45.51886968,84.80658537,21.8,12.5,0,II
360 mg/mL,1:08,3,A,3A,40,36.52551372,50.54549345,23.3,20.9,0,II
360 mg/mL,1:08,3,A,3A,44,49.45216987,66.66909657,21.1,17.6,1,II
360 mg/mL,1:08,3,A,3A,48,33.99570412,43.1963256,23.7,22.2,0,II
360 mg/mL,1:08,3,A,3A,52,53.74476379,40.81890775,20.3,22.6,1,II
360 mg/mL,1:08,3,A,3A,56,47.22494386,46.0909661,21.5,21.7,0,II
360 mg/mL,1:08,3,A,3A,60,51.62534139,70.45343368,20.7,16.7,0,II
360 mg/mL,1:08,3,A,3A,64,46.0909661,70.04563546,21.7,16.8,1,II
360 mg/mL,1:08,3,A,3A,66,20.50195455,24.69897905,25.7,25.1,0,II
360 mg/mL,1:04,4,A,4A,4,59.78365377,43.7820946,19.1,22.1,0,II
360 mg/mL,1:04,4,A,4A,8,48.3453326,75.1027386,21.3,15.5,0,II
360 mg/mL,1:04,4,A,4A,12,58.31855448,26.74942145,19.4,24.8,0,II
360 mg/mL,1:04,4,A,4A,16,40.81890775,50.0005185,22.6,21,0,II
360 mg/mL,1:04,4,A,4A,20,58.81020965,51.08709948,19.3,20.8,0,II
360 mg/mL,1:04,4,A,4A,24,43.7820946,38.38632527,22.1,23,0,II
360 mg/mL,1:04,4,A,4A,28,40.81890775,67.53233367,22.6,17.4,0,II
360 mg/mL,1:04,4,A,4A,32,60.26545285,51.08709948,19,20.8,0,II
360 mg/mL,1:04,4,A,4A,36,47.78683452,49.45216987,21.4,21.1,0,II
360 mg/mL,1:04,4,A,4A,40,47.22494386,34.63339055,21.5,23.6,4,II
360 mg/mL,1:04,4,A,4A,44,48.3453326,44.36443854,21.3,22,106,II
360 mg/mL,1:04,4,A,4A,48,38.99965834,48.90044281,22.9,21.2,4,II
360 mg/mL,1:04,4,A,4A,52,47.22494386,57.32535276,21.5,19.6,0,II
360 mg/mL,1:04,4,A,4A,56,47.78683452,43.1963256,21.4,22.2,0,II
360 mg/mL,1:04,4,A,4A,58,35.2675847,33.99570412,23.5,23.7,0,II
360 mg/mL,1:02,5,A,5A,4,25.38601081,80.29120964,25,14,0,II
360 mg/mL,1:02,5,A,5A,8,54.26625728,40.21594509,20.2,22.7,0,II
360 mg/mL,1:02,5,A,5A,12,50.54549345,65.79305217,20.9,17.8,0,II
360 mg/mL,1:02,5,A,5A,16,30.75473522,64.4548781,24.2,18.1,0,II
360 mg/mL,1:02,5,A,5A,20,37.14925741,96.20521322,23.2,6,0,II
360 mg/mL,1:02,5,A,5A,24,54.78441565,67.10231334,20.1,17.5,0,II
360 mg/mL,1:02,5,A,5A,28,33.99570412,80.61293879,23.7,13.9,0,II
360 mg/mL,1:02,5,A,5A,32,51.08709948,56.31892913,20.8,19.8,2,II
360 mg/mL,1:02,5,A,5A,36,54.26625728,55.29924381,20.2,20,0,II
360 mg/mL,1:02,5,A,5A,40,31.40994837,54.78441565,24.1,20.1,0,II
360 mg/mL,1:02,5,A,5A,44,52.69175198,64.90415756,20.5,18,4,II
360 mg/mL,1:02,5,A,5A,48,33.99570412,73.22006737,23.7,16,0,II
360 mg/mL,1:02,5,A,5A,52,40.21594509,80.29120964,22.7,14,9,II
360 mg/mL,1:02,5,A,5A,56,40.21594509,68.38280672,22.7,17.2,0,II
360 mg/mL,1:02,5,A,5A,60,38.38632527,59.29857439,23,19.2,0,II
360 mg/mL,1:02,5,A,5A,64,43.7820946,42.60712698,22.1,22.3,2,II
360 mg/mL,1:02,5,A,5A,66,18.35514784,19.07433845,26,25.9,0,II
360 mg/mL,1:01,6,A,6A,4,33.99570412,30.75473522,23.7,24.2,0,II
360 mg/mL,1:01,6,A,6A,8,47.78683452,93.50478693,21.4,8.5,0,II
360 mg/mL,1:01,6,A,6A,12,53.74476379,110.7449638,20.3,12.3,0,II
360 mg/mL,1:01,6,A,6A,16,56.31892913,107.4862909,19.8,9.8,1,II
360 mg/mL,1:01,6,A,6A,20,44.94336203,97.73043917,21.9,4.3,26,II
360 mg/mL,1:01,6,A,6A,24,43.7820946,133.2074889,22.1,5.5,1,II
360 mg/mL,1:01,6,A,6A,28,42.60712698,95.39678508,22.3,6.8,24,II
360 mg/mL,1:01,6,A,6A,32,41.4184226,100,22.5,0,0,II
360 mg/mL,1:01,6,A,6A,36,40.21594509,79.96797735,22.7,16.1,0,II
360 mg/mL,1:00,7,A,7A,4,16.90598102,72.05315799,26.2,16.3,0,II
360 mg/mL,1:00,7,A,7A,7,24.69897905,62.1599484,25.1,18.6,0,II
180 mg/mL,0:01,8,A,8A,4,26.0694902,65.35021381,24.9,17.9,0,II
180 mg/mL,0:01,8,A,8A,8,40.21594509,50.54549345,22.7,20.9,0,II
180 mg/mL,0:01,8,A,8A,12,52.16022395,73.60280398,20.6,15.9,0,II
180 mg/mL,0:01,8,A,8A,16,51.08709948,88.19259174,20.8,11.2,0,II
180 mg/mL,0:01,8,A,8A,20,37.76952645,78.6375562,23.1,14.5,0,II
180 mg/mL,0:01,8,A,8A,24,43.1963256,38.99965834,22.2,22.9,0,II
180 mg/mL,0:01,8,A,8A,28,51.08709948,78.29778024,20.8,14.6,0,II
180 mg/mL,0:01,8,A,8A,32,49.45216987,60.26545285,21.1,19,0,II
180 mg/mL,0:01,8,A,8A,36,40.81890775,52.69175198,22.6,20.5,0,II
180 mg/mL,0:01,8,A,8A,40,40.81890775,47.78683452,22.6,21.4,0,II
180 mg/mL,0:01,8,A,8A,44,47.78683452,68.38280672,21.4,17.2,0,II
180 mg/mL,0:01,8,A,8A,48,30.75473522,73.9824336,24.2,15.8,0,II
180 mg/mL,0:01,8,A,8A,52,31.40994837,28.09865641,24.1,24.6,0,II
180 mg/mL,0:01,8,A,8A,56,33.35452105,90.04001815,23.8,10.4,0,II
180 mg/mL,0:01,8,A,8A,60,35.89829095,69.63467919,23.4,16.9,0,II
180 mg/mL,0:01,8,A,8A,64,30.75473522,33.35452105,24.2,23.8,0,II
180 mg/mL,0:01,8,A,8A,68,13.9643909,28.76796861,26.6,24.5,0,II
180 mg/mL,0:01,8,A,8A,72,32.70983696,37.14925741,23.9,23.2,0,II
180 mg/mL,0:01,8,A,8A,76,31.40994837,40.21594509,24.1,22.7,0,II
180 mg/mL,0:01,8,A,8A,80,21.91524459,32.06164751,25.5,24,0,II
180 mg/mL,1:16,9,A,9A,4,38.38632527,55.29924381,23,20,0,II
180 mg/mL,1:16,9,A,9A,8,43.7820946,55.81074666,22.1,19.9,0,II
180 mg/mL,1:16,9,A,9A,12,32.06164751,27.42580878,24,24.7,0,II
180 mg/mL,1:16,9,A,9A,16,27.42580878,29.43374962,24.7,24.4,0,II
180 mg/mL,1:16,9,A,9A,20,35.89829095,74.35896202,23.4,15.7,0,II
180 mg/mL,1:16,9,A,9A,24,43.1963256,31.40994837,22.2,24.1,0,II
180 mg/mL,1:16,9,A,9A,28,38.99965834,75.46999848,22.9,15.4,0,II
180 mg/mL,1:16,9,A,9A,32,39.60953012,84.52606488,22.8,12.6,0,II
180 mg/mL,1:16,9,A,9A,36,17.63236339,75.1027386,26.1,15.5,0,II
180 mg/mL,1:16,9,A,9A,40,28.09865641,39.60953012,24.6,22.8,0,II
180 mg/mL,1:16,9,A,9A,44,36.52551372,61.21923053,23.3,18.8,0,II
180 mg/mL,1:16,9,A,9A,48,33.99570412,43.1963256,23.7,22.2,0,II
180 mg/mL,1:16,9,A,9A,52,38.38632527,11.72022149,23,26.9,0,II
180 mg/mL,1:16,9,A,9A,56,32.70983696,33.35452105,23.9,23.8,0,II
180 mg/mL,1:16,9,A,9A,60,51.62534139,42.01449416,20.7,22.4,0,II
180 mg/mL,1:16,9,A,9A,64,26.0694902,72.44525011,24.9,16.2,0,II
180 mg/mL,1:16,9,A,9A,68,37.76952645,56.31892913,23.1,19.8,0,II
180 mg/mL,1:16,9,A,9A,72,37.14925741,43.1963256,23.2,22.2,0,II
180 mg/mL,1:16,9,A,9A,76,35.89829095,46.0909661,23.4,21.7,0,II
180 mg/mL,1:16,9,A,9A,80,31.40994837,48.3453326,24.1,21.3,0,II
180 mg/mL,1:16,9,A,9A,84,26.74942145,51.62534139,24.8,20.7,0,II
180 mg/mL,1:16,9,A,9A,88,29.43374962,35.2675847,24.4,23.5,0,II
180 mg/mL,1:16,9,A,9A,92,28.09865641,66.23267797,24.6,17.7,0,II
180 mg/mL,1:16,9,A,9A,96,35.2675847,70.04563546,23.5,16.8,0,II
180 mg/mL,1:16,9,A,9A,100,35.89829095,43.1963256,23.4,22.2,0,II
180 mg/mL,1:16,9,A,9A,104,38.99965834,74.35896202,22.9,15.7,0,II
180 mg/mL,1:16,9,A,9A,108,27.42580878,47.78683452,24.7,21.4,0,II
180 mg/mL,1:16,9,A,9A,112,51.62534139,54.26625728,20.7,20.2,0,II
180 mg/mL,1:16,9,A,9A,116,40.21594509,51.08709948,22.7,20.8,0,II
180 mg/mL,1:16,9,A,9A,120,44.94336203,55.81074666,21.9,19.9,0,II
180 mg/mL,1:16,9,A,9A,124,28.76796861,61.69121937,24.5,18.7,0,II
180 mg/mL,1:16,9,A,9A,128,54.78441565,53.74476379,20.1,20.3,0,II
180 mg/mL,1:16,9,A,9A,129,18.35514784,4.791252608,26,27.8,0,II
180 mg/mL,1:08,10,A,10A,4,48.90044281,66.23267797,21.2,17.7,0,II
180 mg/mL,1:08,10,A,10A,8,67.95916299,30.75473522,17.3,24.2,0,II
180 mg/mL,1:08,10,A,10A,12,58.31855448,80.61293879,19.4,13.9,0,II
180 mg/mL,1:08,10,A,10A,16,46.0909661,72.05315799,21.7,16.3,0,II
180 mg/mL,1:08,10,A,10A,20,52.69175198,70.45343368,20.5,16.7,63,II
180 mg/mL,1:08,10,A,10A,24,60.26545285,82.78180008,19,13.2,0,II
180 mg/mL,1:08,10,A,10A,28,53.21993032,48.3453326,20.4,21.3,0,II
180 mg/mL,1:08,10,A,10A,32,66.23267797,80.93168216,17.7,13.8,0,II
180 mg/mL,1:08,10,A,10A,36,50.0005185,54.26625728,21,20.2,0,II
180 mg/mL,1:08,10,A,10A,40,57.32535276,48.3453326,19.6,21.3,0,II
180 mg/mL,1:08,10,A,10A,44,38.99965834,77.95497475,22.9,14.7,0,II
180 mg/mL,1:08,10,A,10A,48,68.80327034,44.36443854,17.1,22,0,II
180 mg/mL,1:08,10,A,10A,52,47.78683452,64.4548781,21.4,18.1,2,II
180 mg/mL,1:08,10,A,10A,56,93.38650377,83.66707474,8.6,12.9,0,II
180 mg/mL,1:08,10,A,10A,60,49.45216987,66.23267797,21.1,17.7,0,II
180 mg/mL,1:08,10,A,10A,64,38.38632527,58.81020965,23,19.3,0,II
180 mg/mL,1:04,11,A,11A,4,42.01449416,49.45216987,22.4,21.1,0,II
180 mg/mL,1:04,11,A,11A,8,30.75473522,41.4184226,24.2,22.5,0,II
180 mg/mL,1:04,11,A,11A,12,66.66909657,53.21993032,17.6,20.4,2,II
180 mg/mL,1:04,11,A,11A,16,67.95916299,77.26025071,17.3,14.9,99,II
180 mg/mL,1:04,11,A,11A,20,73.9824336,61.69121937,15.8,18.7,0,II
180 mg/mL,1:04,11,A,11A,24,60.26545285,47.22494386,19,21.5,38,II
180 mg/mL,1:04,11,A,11A,28,124.698979,48.90044281,0,21.2,0,II
180 mg/mL,1:04,11,A,11A,32,72.05315799,54.78441565,16.3,20.1,26,II
180 mg/mL,1:04,11,A,11A,36,101.2692164,79.3080442,14.7,14.3,0,II
180 mg/mL,1:04,11,A,11A,40,59.29857439,65.35021381,19.2,17.9,0,II
180 mg/mL,1:02,12,A,12A,4,79.63876864,41.4184226,14.2,22.5,0,II
180 mg/mL,1:02,12,A,12A,8,50.54549345,18.35514784,20.9,26,0,II
180 mg/mL,1:02,12,A,12A,10,0.813707737,64.90415756,28.3,18,0,II
180 mg/mL,1:01,13,A,13A,4,83.07982327,83.37491261,13.1,13,0,II
180 mg/mL,1:01,13,A,13A,8,90.25853515,95.60401408,10.3,6.6,0,II
180 mg/mL,1:01,13,A,13A,12,96.95706161,130.0960037,5.2,0,1,II
180 mg/mL,1:01,13,A,13A,16,82.48083642,116.3031387,13.3,9.3,0,II
180 mg/mL,1:01,13,A,13A,20,94.19852264,100,7.9,0,0,II
180 mg/mL,1:01,13,A,13A,24,116.1895006,94.08482156,14,8,0,II
180 mg/mL,1:01,13,A,13A,28,75.1027386,95.50081946,15.5,6.7,0,II
180 mg/mL,1:01,13,A,13A,31,42.01449416,42.01449416,22.4,22.4,0,II
180 mg/mL,1:00,14,A,14A,3,-3.255965489,23.31424166,28.8,25.3,0,II
90 mg/mL,0:01,15,A,15A,4,62.1599484,169.7047566,18.6,7.2,0,II
90 mg/mL,0:01,15,A,15A,8,50.54549345,67.95916299,20.9,17.3,0,II
90 mg/mL,0:01,15,A,15A,12,50.54549345,97.64848648,20.9,4.4,0,II
90 mg/mL,0:01,15,A,15A,16,75.46999848,100,15.4,0,0,II
90 mg/mL,0:01,15,A,15A,20,53.21993032,92.29474795,20.4,9.3,0,II
90 mg/mL,0:01,15,A,15A,24,64.90415756,35.2675847,18,23.5,0,II
90 mg/mL,0:01,15,A,15A,28,49.45216987,76.90831998,21.1,15,0,II
90 mg/mL,0:01,15,A,15A,32,60.26545285,21.21038826,19,25.6,0,II
90 mg/mL,0:01,15,A,15A,36,49.45216987,59.78365377,21.1,19.1,0,II
90 mg/mL,0:01,15,A,15A,40,55.81074666,51.62534139,19.9,20.7,0,II
90 mg/mL,0:01,15,A,15A,44,56.31892913,55.29924381,19.8,20,0,II
90 mg/mL,0:01,15,A,15A,48,57.82360386,24.00839073,19.5,25.2,0,II
90 mg/mL,0:01,15,A,15A,52,46.0909661,32.06164751,21.7,24,0,II
90 mg/mL,0:01,15,A,15A,56,37.76952645,43.7820946,23.1,22.1,0,II
90 mg/mL,1:16,16,A,16A,4,52.16022395,71.65793595,20.6,16.4,0,II
90 mg/mL,1:16,16,A,16A,8,42.01449416,72.83421799,22.4,16.1,0,II
90 mg/mL,1:16,16,A,16A,12,76.90831998,83.37491261,15,13,0,II
90 mg/mL,1:16,16,A,16A,16,76.90831998,67.53233367,15,17.4,0,II
90 mg/mL,1:16,16,A,16A,20,78.6375562,43.7820946,14.5,22.1,0,II
90 mg/mL,1:16,16,A,16A,24,73.9824336,26.0694902,15.8,24.9,0,II
90 mg/mL,1:16,16,A,16A,28,71.25957831,69.63467919,16.5,16.9,0,II
90 mg/mL,1:16,16,A,16A,32,77.26025071,79.63876864,14.9,14.2,0,II
90 mg/mL,1:16,16,A,16A,36,83.95631634,20.50195455,12.8,25.7,0,II
90 mg/mL,1:16,16,A,16A,40,79.3080442,58.81020965,14.3,19.3,0,II
90 mg/mL,1:16,16,A,16A,44,68.38280672,85.35895296,17.2,12.3,0,II
90 mg/mL,1:16,16,A,16A,48,65.35021381,26.0694902,17.9,24.9,0,II
90 mg/mL,1:16,16,A,16A,52,63.08764775,25.38601081,18.4,25,0,II
90 mg/mL,1:16,16,A,16A,56,60.26545285,98.34804964,19,3.5,0,II
90 mg/mL,1:16,16,A,16A,60,48.90044281,72.83421799,21.2,16.1,0,II
90 mg/mL,1:16,16,A,16A,64,54.78441565,64.90415756,20.1,18,0,II
90 mg/mL,1:16,16,A,16A,68,39.60953012,59.29857439,22.8,19.2,0,II
90 mg/mL,1:16,16,A,16A,72,59.78365377,61.21923053,19.1,18.8,0,II
90 mg/mL,1:16,16,A,16A,76,53.21993032,61.21923053,20.4,18.8,0,II
90 mg/mL,1:16,16,A,16A,80,55.29924381,56.31892913,20,19.8,0,II
90 mg/mL,1:16,16,A,16A,84,61.21923053,48.3453326,18.8,21.3,0,II
90 mg/mL,1:16,16,A,16A,88,62.1599484,30.09600373,18.6,24.3,0,II
90 mg/mL,1:16,16,A,16A,92,55.81074666,67.53233367,19.9,17.4,0,II
90 mg/mL,1:16,16,A,16A,96,65.79305217,20.50195455,17.8,25.7,0,II
90 mg/mL,1:16,16,A,16A,100,48.3453326,45.51886968,21.3,21.8,0,II
90 mg/mL,1:16,16,A,16A,104,58.81020965,60.26545285,19.3,19,0,II
90 mg/mL,1:16,16,A,16A,108,55.29924381,19.07433845,20,25.9,0,II
90 mg/mL,1:16,16,A,16A,112,48.90044281,22.61652767,21.2,25.4,0,II
90 mg/mL,1:16,16,A,16A,116,53.74476379,49.45216987,20.3,21.1,0,II
90 mg/mL,1:16,16,A,16A,120,53.21993032,19.07433845,20.4,25.9,0,II
90 mg/mL,1:16,16,A,16A,124,55.81074666,43.7820946,19.9,22.1,0,II
90 mg/mL,1:16,16,A,16A,128,67.10231334,59.29857439,17.5,19.2,0,II
90 mg/mL,1:16,16,A,16A,130,12.47190284,30.09600373,26.8,24.3,0,II
90 mg/mL,1:08,17,A,17A,4,75.46999848,60.74397673,15.4,18.9,0,II
90 mg/mL,1:08,17,A,17A,8,67.10231334,52.16022395,17.5,20.6,0,II
90 mg/mL,1:08,17,A,17A,12,70.04563546,77.60913361,16.8,14.8,0,II
90 mg/mL,1:08,17,A,17A,16,60.26545285,47.22494386,19,21.5,0,II
90 mg/mL,1:08,17,A,17A,20,79.96648836,77.26025071,14.1,14.9,0,II
90 mg/mL,1:08,17,A,17A,24,87.70287639,56.31892913,11.4,19.8,0,II
90 mg/mL,1:08,17,A,17A,28,88.90617683,44.94336203,10.9,21.9,35,II
